City,Date,PM2.5,PM10,NO,NO2,Nox,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,
Chandigarh,2020-04-30,21.39,59.34,1.7,10.33,6.78,34.73,0.56,13.18,20.02,3.12,0.5,1.02,54,
Chandigarh,2020-05-01,22.24,62.94,2.63,11.59,8.18,30.38,0.54,14.28,35.76,3.32,0.49,1,60,
Chandigarh,2020-05-02,19.81,64.91,0.87,9.84,5.83,26.22,0.45,12.38,19.61,2.77,0.4,0.8,64,
Chandigarh,2020-05-03,17.98,46.16,1.37,8.65,5.62,27.53,0.45,8.91,28.81,2.89,0.37,0.89,66,
Chandigarh,2020-05-04,10.42,27.26,2.14,11.69,7.66,26.5,0.51,8.62,27.24,2.21,0.42,1.11,50,
Chandigarh,2020-05-05,17.99,49.93,5.65,13.03,10.22,30.81,0.48,12.12,47.91,4.42,7.13,2.35,52,
Chandigarh,2020-05-06,16.21,51.32,1.47,12.43,7.69,30.09,0.46,12.46,36.4,1.56,0.65,0.6,60,
Chandigarh,2020-05-07,13.54,50.6,2.44,12.5,8.47,25.12,0.59,12.11,30.3,1.62,0.17,0.9,56,
Chandigarh,2020-05-08,18.31,58.59,2.66,13.77,9.35,24.59,0.64,13.67,35.8,2.15,0.21,0.94,64,
Chandigarh,2020-05-09,23,68.68,1.84,13.92,8.79,26.61,0.61,13.91,34.83,2.34,0.65,0.77,74,
Chandigarh,2020-05-10,24.15,70.6,1.28,12.1,7.2,33.88,0.67,10.23,18.29,1.87,0.3,0.67,77,
Chandigarh,2020-05-11,16.39,32.19,2.15,13.19,8.4,30.1,0.51,10.11,34.39,1.61,0.48,0.55,92,
Chandigarh,2020-05-12,17.07,51.9,0.97,13.43,7.74,30.08,0.49,10.11,31.48,1.61,0.19,0.42,62,
Chandigarh,2020-05-13,34.57,80.7,2.32,16.16,10.29,35.92,0.71,13.26,21.28,2.62,1.18,0.51,66,
Chandigarh,2020-05-14,29.6,76.43,2.72,11.53,8.22,42.09,0.64,11.32,25.04,1.78,0.54,0.62,81,
Chandigarh,2020-05-15,12.35,44.33,2.09,11.65,7.66,43.37,0.41,9.11,33,1.36,1.31,0.52,63,
Chandigarh,2020-05-16,20.83,58.34,2.14,12.38,8.18,41.37,0.58,12.49,36.18,2.13,0.92,1.15,60,
Chandigarh,2020-05-17,22.99,55.25,2.75,14.01,9.53,33.61,0.62,14.73,33.99,3.15,0.24,1.05,64,
Chandigarh,2020-05-18,21.46,64.99,2.94,13.04,9.18,35.06,0.59,11.78,36.21,3.82,0.95,1.04,65,
Chandigarh,2020-05-19,16.47,46.79,4.27,15.7,11.67,46.44,0.48,10.49,35.86,2.84,1,0.87,66,
Chandigarh,2020-05-20,17.59,62.46,2.84,4.12,9.68,9.7,0.5,11.89,37.58,3.94,1.72,1.8,60,
Chandigarh,2020-05-21,29.03,114.38,3.1,3.97,10.41,17.87,0.6,14.87,38.8,4.01,1.19,0.89,82,
Chandigarh,2020-05-22,35.93,148.36,2.98,4.31,10.11,25.39,0.67,13.91,41.74,4.75,0.74,0.77,116,
Chandigarh,2020-05-23,35.26,115.35,2.99,4.15,9.9,25.6,0.56,12.99,50.61,4.74,1.22,0.68,130,
Chandigarh,2020-05-24,24.52,88.82,3.16,4.5,10.35,25.25,0.45,10.63,47.61,3.51,0.53,0.7,104,
Chandigarh,2020-05-25,26.31,79.69,2.96,4.43,9.78,24.84,0.45,14.61,45.71,3.41,0.23,0.75,91,
Chandigarh,2020-05-26,29.31,89.31,3.63,4.14,10.15,26.85,0.38,17.55,62.14,3.67,0.67,0.57,97,
Chandigarh,2020-05-27,19.09,94.4,4.36,5.67,10.72,30.73,0.38,16.16,57.07,3.22,0.48,0.47,107,
Chandigarh,2020-05-28,19.87,94.14,4.56,7.07,11.44,30.12,0.42,12.95,42.21,3.05,0.36,0.54,98,
Chandigarh,2020-05-29,11.88,44.34,3.83,6.59,10.57,29.9,0.55,11.69,29.66,2.8,1.97,0.65,77,
Chandigarh,2020-05-30,15.25,43.99,3.25,5.34,8.53,30.48,0.48,9.53,28.26,3.21,0.76,0.77,48,
Chandigarh,2020-05-31,16.6,31.15,3.11,5.43,8.27,31.62,0.68,9.95,18.6,2.96,0.46,0.99,46,
Chandigarh,2020-06-01,18.59,39.63,3.23,5.11,8.69,30.59,0.49,13.92,35.57,2.95,0.49,0.85,56,
Chandigarh,2020-06-02,18.36,49,4.36,5.02,8.3,32.86,0.32,11.65,28.53,2.88,0.28,0.42,57,
Chandigarh,2020-06-03,16.71,55.63,2.54,9.17,6.52,24.7,0.2,12.02,27.44,3.48,0.28,0.73,67,
Chandigarh,2020-06-04,14.48,42.99,1.49,10.16,6.46,33.3,0.2,11.58,34.95,3.07,0.19,0.68,72,
Chandigarh,2020-06-05,21.25,41.22,1.76,9.52,6.38,41.79,0.23,10.36,27.91,3.73,0.21,0.94,54,
Chandigarh,2020-06-06,22.07,34.31,2.2,8.37,6.1,41.78,0.29,13.94,27.05,2.92,0.73,0.8,50,
Chandigarh,2020-06-07,16.35,27.91,2.94,14.64,9.96,40.41,0.3,11.11,32.2,4.81,0.62,0.92,53,
Chandigarh,2020-06-08,21.12,44.53,3.72,14.96,10.35,42.23,0.3,12.61,33.96,4.83,0.41,0.87,61,
Chandigarh,2020-06-09,29.37,60.45,1.36,11.05,6.89,39.71,0.29,16.51,40.05,3.96,25.74,0.89,63,
Chandigarh,2020-06-10,24.53,69.69,1.92,12.04,7.65,35.08,0.32,10.59,34.92,3.56,3.21,0.79,72,
Chandigarh,2020-06-11,25.59,71.11,2.02,10.68,7.22,28.25,0.3,11.46,44.57,3.75,4.4,0.72,78,
Chandigarh,2020-06-12,33.92,84.64,0.61,8.16,4.75,25.72,0.31,14.37,56.51,3.09,0.35,0.53,87,
Chandigarh,2020-06-13,25.68,74.5,1.35,11.6,7.04,26.65,0.3,8.41,36.37,3.75,0.44,0.82,85,
Chandigarh,2020-06-14,21.72,54.51,3.07,8.43,6.82,24.39,0.3,12.65,37.23,4.57,0.52,1.17,71,
Chandigarh,2020-06-15,21.74,69.81,0.52,6.21,3.66,22.38,0.31,12.87,62.28,2.59,0.37,0.63,73,
Chandigarh,2020-06-16,21.2,55.75,3.68,11.63,8.93,28.18,0.3,13.31,53.87,3.17,0.45,0.62,73,
Chandigarh,2020-06-17,20.84,59.04,2.28,7.87,5.14,27.7,0.31,11.98,53.01,3.13,0.39,0.67,72,
Chandigarh,2020-06-18,28.75,72.21,0.69,8.61,4.82,28.94,0.31,8.31,49.32,3.06,0.39,0.62,72,
Chandigarh,2020-06-19,16.34,50.9,0.88,8.53,5.21,35.9,0.31,7.94,42.03,2.9,0.39,0.62,82,
Chandigarh,2020-06-20,23.97,69.58,1.36,9.83,6.07,49.79,0.3,7.64,32.07,3.87,0.4,0.65,58,
Chandigarh,2020-06-21,26.45,57.26,0.44,9.1,5.08,35.05,0.28,9.62,45.2,3.69,0.31,0.53,76,
Chandigarh,2020-06-22,21.69,44.88,1.02,9.25,5.03,28.91,0.3,14.34,43.95,3.55,0.3,0.6,61,
Chandigarh,2020-06-23,19.17,44.48,1.03,7.69,4.8,26.43,0.29,8.71,36.97,3.46,0.27,0.83,53,
Chandigarh,2020-06-24,16.79,29.54,2.71,8.58,6.59,26.44,0.3,8.3,22.17,2.99,0.28,0.87,38,
Chandigarh,2020-06-25,14.15,33.6,1.88,6.87,5.11,25.67,0.3,13.13,24.25,2.96,0.29,0.88,37,
Chandigarh,2020-06-26,31.84,64.54,0.92,7.4,4.62,29.16,0.31,10.19,43.26,3.53,0.29,0.77,68,
Chandigarh,2020-06-27,35.55,68.82,0.59,6.79,4.02,46.74,0.3,7.42,43.33,3.09,0.29,0.72,79,
Chandigarh,2020-06-28,39.42,82.24,0.67,7.21,4.31,44.84,0.29,13.08,45.54,3.52,0.39,0.79,73,
Chandigarh,2020-06-29,38.89,88.27,1.25,8.57,5.48,59.2,0.3,15.06,35.94,3.8,0.31,0.77,83,
Chandigarh,2020-06-30,20.28,45.56,1,7.36,4.62,47.19,0.3,12.3,35.69,2.45,8.15,1.42,71,
Chandigarh,2020-07-01,32.9,72.38,0.56,9.87,5.92,36.63,0.33,14.91,34.33,3.31,0.33,0.46,66,
Delhi,2015-01-01,313.22,607.98,69.16,36.39,110.59,33.85,15.2,9.25,41.68,14.36,24.86,9.84,472,
Delhi,2015-01-02,186.18,269.55,62.09,32.87,88.14,31.83,9.54,6.65,29.97,10.55,20.09,4.29,454,
Delhi,2015-01-03,87.18,131.9,25.73,30.31,47.95,69.55,10.61,2.65,19.71,3.91,10.23,1.99,143,
Delhi,2015-01-04,151.84,241.84,25.01,36.91,48.62,130.36,11.54,4.63,25.36,4.26,9.71,3.34,319,
Delhi,2015-01-05,146.6,219.13,14.01,34.92,38.25,122.88,9.2,3.33,23.2,2.8,6.21,2.96,325,
Delhi,2015-01-06,149.58,252.1,17.21,37.84,42.46,134.97,9.44,3.66,26.83,3.63,7.35,3.47,318,
Delhi,2015-01-07,217.87,376.51,26.99,40.15,52.41,134.82,9.78,5.82,28.96,4.93,9.42,5.21,353,
Delhi,2015-01-08,229.9,360.95,23.34,43.16,51.21,138.13,11.01,3.31,30.51,5.8,11.4,4.83,383,
Delhi,2015-01-09,201.66,397.43,19.18,38.56,45.6,140.6,11.09,3.48,32.94,5.25,11.12,5.26,375,
Delhi,2015-01-10,221.02,361.74,24.79,46.39,55.19,134.06,9.7,5.91,34.12,4.87,9.44,4.76,376,
Delhi,2015-01-11,205.41,393.2,28.46,47.29,57.88,131.1,10.98,5.54,50.37,5.93,10.59,5.36,379,
Delhi,2015-01-12,212.41,345.63,24.77,44.71,54.66,148.51,9.3,5.17,40.08,6.2,10.68,4.59,375,
Delhi,2015-01-13,197.61,301.04,34.28,45.88,62.95,145.48,11.52,5.95,39.54,5.18,9.5,4.17,366,
Delhi,2015-01-14,164.39,227.38,20.78,41.17,48.09,166.7,10.32,4.85,42.05,4.57,10.72,3.06,353,
Delhi,2015-01-15,166.19,283.93,47.91,56.7,79.73,124.64,10.81,6.94,43.25,6.98,20.55,3.08,340,
Delhi,2015-01-16,174.98,309.99,42.33,49.41,70.6,136.4,11.46,4.69,34.7,7.75,15.83,3.75,356,
Delhi,2015-01-17,196.46,356.2,42.18,53.04,80.18,125.49,8.87,5.13,25.77,9.92,17.59,3.36,360,
Delhi,2015-01-18,201.51,359.75,45.51,53.77,75.83,120.45,8.99,5.43,23.22,9,20.95,4.03,370,
Delhi,2015-01-19,183.35,305.13,27.32,39.88,55.67,148.49,9.02,4.21,25.34,5.57,12.93,3.62,362,
Delhi,2015-01-20,165.63,257.04,16.47,34.23,37.68,146.31,8.03,4.11,22.69,3.42,6.76,3.28,340,
Delhi,2015-01-21,159.54,235.27,12.27,22.56,33.02,63.23,9.01,7.05,18.56,4.1,8.26,2.72,338,
Delhi,2015-01-22,143.68,183.89,14.75,21.82,34.88,39.65,10.58,8.64,6.94,4.15,9.54,2.78,332,
Delhi,2015-01-23,128.73,136.07,11.99,17.35,29.46,39.98,8.74,6.77,10.91,2.51,7.64,2.49,254,
Delhi,2015-01-24,164.98,200.02,10.38,15.77,25.49,38.77,9.39,8.89,9.35,2.6,5.5,2.94,324,
Delhi,2015-01-25,148.59,203.81,11.82,20.83,28.29,45.62,11.44,5.96,16.65,3.37,6.98,2.94,333,
Delhi,2015-01-26,129.34,137.86,12.46,25.66,29.48,60.96,10.19,6.78,18.18,3,5.87,2.51,292,
Delhi,2015-01-27,154.2,217.2,14.41,30.39,34.63,40.96,10.36,6.42,17.11,3.31,6.31,3.07,318,
Delhi,2015-01-28,134.6,156.9,18.96,28.6,35.57,49.71,10.21,5.21,15.23,3.27,6.86,2.63,295,
Delhi,2015-01-29,173.13,277,23.14,38.34,48.89,62.03,11.74,5.53,16.29,4.02,9.84,3.42,327,
Delhi,2015-01-30,178.04,272.61,19.8,38.43,44.45,69.78,11.58,6.43,14.91,3.65,6.61,3.35,345,
Delhi,2015-01-31,158.59,207.06,30.67,41.36,57.77,67.66,8.7,5.03,17.51,4.36,8.98,2.54,334,
Delhi,2015-02-01,211.59,371.05,57.56,58.17,93.17,96.69,13.08,9.9,23.28,6.65,15.45,3.36,358,
Delhi,2015-02-02,163.64,219.84,13.7,37.25,39.34,84.49,10.59,5.31,28.38,2.53,4.69,2.58,349,
Delhi,2015-02-03,157.71,194.09,12.28,31.05,34.1,66.38,8.21,5.64,28.56,2.13,4.24,1.12,334,
Delhi,2015-02-04,137.26,147.08,15.21,29.69,36.06,53.28,9.11,5.06,15.07,3.04,6.31,2.79,313,
Delhi,2015-02-05,131.76,127.42,23.15,36.51,47.4,51.24,8.18,4.85,21.7,4.92,10.17,3.33,262,
Delhi,2015-02-06,151.6,330.99,46.66,67,84.76,63.45,5.51,9.13,33.92,9.46,19.7,9.77,303,
Delhi,2015-02-07,160.75,210.52,37.54,57.69,71.68,58.15,10.28,6.91,43.44,5.5,14.95,6.68,329,
Delhi,2015-02-08,145.34,215.69,30.54,50.39,61.78,66.72,5.39,8.66,30.43,2.42,6.5,0.57,323,
Delhi,2015-02-09,134.67,109.86,19.95,39.18,44.48,74.29,5.11,9.7,20.62,2.59,3.17,1.24,266,
Delhi,2015-02-10,153.07,218.23,23.41,42.2,48.01,79.54,10.88,5.81,19.02,5.58,7.1,7.93,319,
Delhi,2015-02-11,116.91,316.14,33.79,53.63,64.04,95.13,12.64,7.54,27.17,5.96,5.59,10.72,334,
Delhi,2015-02-12,177.98,394.97,30.48,42.73,58.19,69.47,13.75,9.2,25.58,3.5,7.38,10.65,342,
Delhi,2015-02-13,167.01,328.43,32.23,44.61,55.13,83.96,11.26,7.77,27.62,3.53,7.69,11.45,341,
Delhi,2015-02-14,193.96,412.46,81.47,53.81,107.76,137.27,11.73,9.36,34.22,9.01,17.88,14.17,377,
Delhi,2015-02-15,184.06,497.37,44.16,58.15,75.98,61.89,13.78,9.13,40.91,4.79,8.98,12.44,391,
Delhi,2015-02-16,152.62,310.74,24.32,44.22,49.67,74.74,11.55,6.79,34.36,2.84,5.37,3.49,358,
Delhi,2015-02-17,161.27,195.78,23.71,25.4,42.76,75.66,10.3,5.6,41.62,3.04,5.62,3.78,327,
Delhi,2015-02-18,188.2,253.53,69.2,60.29,104.31,79.83,16.23,8.65,36.54,8.34,16.27,4.38,365,
Delhi,2015-02-19,159.97,193.78,24.53,40.51,47.8,81.44,13.11,5.08,31.88,3.11,6.12,3.49,352,
Delhi,2015-02-20,144.12,162.2,18.1,34.71,40.32,81.04,11.45,5.93,31.61,2.35,6.76,4.07,317,
Delhi,2015-02-21,155.38,191.03,35.51,45.11,57.91,69.59,14.21,12.24,30.11,4.69,16.48,9.41,320,
Delhi,2015-02-22,124.1,107.61,15.38,31.83,32.15,70.25,9.73,5.68,27.19,0.88,3.13,1.44,279,
Delhi,2015-02-23,141.39,157.01,21.95,38.23,42.71,36.38,9.29,9.43,36.86,2.02,11.23,10.87,281,
Delhi,2015-02-24,170.16,238.33,36.04,48.4,60.78,34.14,14.17,9.28,37.39,4.28,22.47,17.65,354,
Delhi,2015-02-25,148.19,169.57,14.79,29.28,34.14,34.91,14.13,5.94,31.57,2.06,6.92,1.75,340,
Delhi,2015-02-26,140.78,171.64,11.34,20.95,26.65,23.22,13.61,6.98,28.72,1.81,6.96,3.64,323,
Delhi,2015-02-27,130.42,163.67,13.85,24.75,31.46,22.36,12.78,12.12,34.08,2.14,8.56,4.34,315,
Delhi,2015-02-28,105.86,169.28,9.21,20.65,25.3,16.49,11.8,12.48,41.38,1.97,7.83,1.25,310,
Delhi,2015-03-01,71.83,98.89,8.49,21.42,19.55,12.44,11.62,10.99,22.51,1.38,4.63,2.6,324,
Delhi,2015-03-02,53.71,60.15,11.02,13.43,20.48,19.11,10.19,3.21,22.08,0.91,3.45,0.69,226,
Delhi,2015-03-03,83.49,112.1,16.23,23.75,30.88,16.04,11.72,5.07,20.83,2.13,8.11,2.41,266,
Delhi,2015-03-04,91.07,139.15,13.71,24.28,28.73,17.44,10.64,4.68,25.83,1.6,8.05,6.62,200,
Delhi,2015-03-05,106.57,196.19,25.97,31.12,45.48,28.86,9.36,5.97,32.88,3.27,15.12,10.65,275,
Delhi,2015-03-06,101.75,163.14,20.56,26.59,34.17,32.04,10.55,5.96,33.67,2.45,9.31,7.14,322,
Delhi,2015-03-07,77.57,90.54,12.07,19.15,24.66,16.83,9.48,5.18,23.09,1.68,6.31,1.25,216,
Delhi,2015-03-08,63.24,80.2,13.52,20.35,27.44,16.12,8.19,3.98,20.71,1.69,6.09,1.35,108,
Delhi,2015-03-09,76.62,117.38,10.49,18.21,22.84,15.2,9.02,4.2,22.85,1.12,4.32,1.97,197,
Delhi,2015-03-10,86.7,150.92,11.44,18.82,25.78,18.88,7.98,3.84,25.87,1.51,5.62,4.8,238,
Delhi,2015-03-11,104.29,176.2,14.94,25.63,32.66,29.48,10.76,6.3,29.62,2.32,7.74,1.91,274,
Delhi,2015-03-12,115.93,203.75,18.48,32.29,37.84,30.72,11.3,7.03,35.05,2.9,12.42,15.16,315,
Delhi,2015-03-13,108.66,173.89,15.61,30.75,37.02,23.31,10.23,10.65,34.05,3.41,14.88,9.81,307,
Delhi,2015-03-14,67.94,105.29,14.3,29.78,32.1,29.21,9.18,10.14,23.39,2.42,9.14,0.8,208,
Delhi,2015-03-15,38.89,46.68,9.49,17.76,21.45,30.59,8.23,4.25,22,1.03,4.45,1.38,165,
Delhi,2015-03-16,45.39,74.14,10.2,17.14,22.27,33.16,7.87,8.8,25.55,1.05,4.83,0.74,188,
Delhi,2015-03-17,55.55,104.33,12.18,20.96,25.28,39.8,10.45,7.19,23.11,1.55,6.39,4.07,217,
Delhi,2015-03-18,50.59,95.56,9.32,16.6,21.74,39.16,7.83,3.6,27.5,1.11,4.42,3.67,191,
Delhi,2015-03-19,69.51,136.67,14.05,23.77,30.29,36.77,7.89,4.97,27.07,3.23,8.67,7.55,240,
Delhi,2015-03-20,96.62,168,19.15,29.04,37.12,35.07,9.59,6.66,29.01,5.67,17.61,22.01,229,
Delhi,2015-03-21,96.28,172.91,20.18,29.21,37.78,32.01,8.82,7.31,25.97,7.79,16.65,17.47,248,
Delhi,2015-03-22,72.2,122.12,9.39,20.27,23.15,32.52,8.5,4.4,25.48,2.67,6.07,5.96,204,
Delhi,2015-03-23,78.47,131.42,12.57,23.04,28.5,32.13,8.6,4.07,27.1,5.45,13.55,10.98,271,
Delhi,2015-03-24,91.87,179.36,21.3,30.01,40.31,31.79,10.1,7.35,34.78,9.72,16.21,15.64,290,
Delhi,2015-03-25,107.26,201.08,21.52,33.82,42.98,27.92,11.69,11.82,45.78,4.93,11.03,9.98,340,
Delhi,2015-03-26,109.78,217.9,24.1,33.02,44.26,28,12.67,9.3,40,6.64,10.31,2.53,358,
Delhi,2015-03-27,62.27,117.81,12.01,24.76,27.71,27.34,9.29,10.91,31.08,4.14,4.26,2,287,
Delhi,2015-03-28,102.22,212.96,22.14,29.41,40.44,32.82,10.47,17.16,40.23,3.87,9.33,2.54,323,
Delhi,2015-03-29,104.36,202.01,23.55,33.86,43.2,37.35,14.42,16.92,32.84,3.96,9.87,2.51,360,
Delhi,2015-03-30,44.19,57,7.11,17.6,19.91,28.77,9.58,7.75,26.81,1.45,3.4,1.53,268,
Delhi,2015-03-31,55.66,78.64,10.22,20.13,26.74,30.62,9.56,9.34,34.15,2.01,4.89,1.8,283,
Delhi,2015-04-01,112.86,167.6,24.6,32.71,45.12,36.05,10.15,19.48,38.45,4.04,9.07,2.42,309,
Delhi,2015-04-02,78.51,112.78,9.82,20.54,27.51,31.04,6.72,14.37,35.54,2.17,4.2,2.32,249,
Delhi,2015-04-03,66.52,76.05,11.21,18.47,27.79,35.48,8.24,10.62,24.85,2.32,5.02,3.05,245,
Delhi,2015-04-04,62.56,86.11,10.66,24.96,30.36,28.46,5.52,12.94,27.98,2.39,6.04,2.45,229,
Delhi,2015-04-05,78.61,145.1,13,27.75,39.45,32.3,7.97,16.72,40.79,3.3,8.08,2.19,234,
Delhi,2015-04-06,119.7,195.47,34.3,32.83,59.96,44.66,11.01,16.63,30.32,5.7,14.32,2.64,343,
Delhi,2015-04-07,66.09,95.81,7.57,24.47,30.04,29.78,7.29,8.34,43.23,1.89,4.65,1.89,262,
Delhi,2015-04-08,95.34,120.2,11.64,34.72,37.7,24.84,9.28,17.99,61.68,2.72,7.17,2.06,308,
Delhi,2015-04-09,63.57,148.17,11.33,35.15,41.13,30.04,6.57,10.48,35.18,2.45,6.82,2.1,293,
Delhi,2015-04-10,96.56,203.67,17.46,52.77,62.06,30.32,4.63,15.8,59.88,3.47,9.68,2.29,290,
Delhi,2015-04-11,131.39,234.65,22.86,59.52,72.68,34.01,5.84,21.5,73.72,4.56,14.16,2.57,375,
Delhi,2015-04-12,75.35,91.73,9.63,45.3,40.75,28.79,7.73,13.08,49.21,1.98,6.71,1.85,293,
Delhi,2015-04-13,86.49,116.62,14.18,50.3,56.07,38.86,3.67,14.99,62.52,2.5,8.84,2.06,247,
Delhi,2015-04-14,77.07,132.68,13.41,42.65,50.06,36.68,6.85,14.04,55.44,2.13,7.25,2,232,
Delhi,2015-04-15,98.79,161.43,18.39,47.41,45.1,34.8,11.65,13.75,31.14,2.4,7.07,2.16,316,
Delhi,2015-04-16,81.81,164.56,18.2,44.06,58.92,37.84,5.94,21.44,59.29,2.64,10.67,2.37,295,
Delhi,2015-04-17,65.78,180.67,18.75,40.09,55.98,30.04,7.38,14.34,54.47,3.23,10.23,3.16,246,
Delhi,2015-04-18,119.82,268.65,26.27,51.11,66.92,28.99,8.21,17.21,65.72,4.32,13.89,4.52,378,
Delhi,2015-04-19,125.53,308.82,32.69,64.73,87.58,34.39,8.84,18.02,65.08,4.88,17.48,4.88,406,
Delhi,2015-04-20,121.51,336.63,18.14,60.41,68.41,33.63,6.75,20.98,87.04,3.08,10.2,4.6,392,
Delhi,2015-04-21,114.5,327.81,23.52,50.7,63.45,30.3,6.84,19.38,74.49,4.22,13.04,4.27,391,
Delhi,2015-04-22,101.83,279.41,26.26,55.27,72.67,24.36,7.36,19.29,69.41,4.74,14.52,3.72,368,
Delhi,2015-04-23,118.57,273.68,33.93,76.46,96.19,29.32,6.58,21.81,76.14,5,18.21,4.45,365,
Delhi,2015-04-24,143.22,313.53,42.58,88.61,108.55,36.5,6.42,26.89,89.42,5.63,22.15,4.61,383,
Delhi,2015-04-25,106.76,318.88,22.5,58.87,71.34,37,6.75,17.56,93.54,3.15,12.73,3.99,367,
Delhi,2015-04-26,65.36,160.3,13.17,31.23,38.68,32.83,8.44,12.67,77.43,1.9,6.65,2.72,334,
Delhi,2015-04-27,67.08,174.5,13.18,35.54,44.09,32.27,4.76,11.92,70.74,1.86,6.09,2.97,258,
Delhi,2015-04-28,81.37,141.25,11.98,34.88,43.91,29.46,4.67,13.97,70.42,1.66,6.08,2.79,234,
Delhi,2015-04-29,63.76,131.56,12.09,42.98,51.34,29.93,7.16,13.98,61.86,1.94,7.31,2.68,257,
Delhi,2015-04-30,60.56,171.42,12,43.9,48.72,29.08,7.33,12.85,60.18,2.03,6.47,2.71,259,
Delhi,2015-05-01,76.1,192.81,13.14,42.99,52.01,26.55,7.63,13.1,53.16,2.02,9.5,2.21,279,
Delhi,2015-09-01,73.78,230.34,17.83,27.42,45.7,18.96,1.28,10.45,61.33,2.15,5.67,3.27,210,
Delhi,2015-09-02,97.63,318.24,31.64,29.16,66.15,18.6,1.14,10.79,72.47,2.86,6.94,4.09,298,
Delhi,2015-09-03,99.5,278.36,33.04,35.31,67.05,17.86,1.17,9.82,72.94,3.85,10.55,4.02,315,
Delhi,2015-09-04,97.31,284.54,50,41.7,90.18,23.02,1.36,14.94,71.5,4.88,18.75,3.97,368,
Delhi,2015-09-05,76.43,201.89,24.24,29.5,52.24,26.99,1.38,16.93,56.59,2.89,6.72,3.55,266,
Delhi,2015-09-06,61.69,168.63,17.36,27.81,41.56,23.17,1.19,16.71,49.32,2.17,5.08,3.21,174,
Delhi,2015-09-07,55.19,179.42,27.91,35.49,61.81,23.76,1.04,12.97,52.24,3.09,7.72,6.26,199,
Delhi,2015-09-08,63.79,219.51,25.93,38.36,60.12,27.35,1.07,10.92,61.95,3.4,9.09,3.45,217,
Delhi,2015-09-09,58.48,195.05,20.38,36.2,55.36,22.77,1.02,11.57,68.21,2.97,7.63,3.1,238,
Delhi,2015-09-10,60.29,184.78,20.95,42.1,59.79,24.07,1.06,11.53,68.49,3.28,8.72,3.02,230,
Delhi,2015-09-11,67.35,181.99,16.4,46.81,56.83,34.81,1.13,10.98,68.81,3.26,9.36,2.59,218,
Delhi,2015-09-12,87.55,178.57,20.95,54.45,67.44,46.05,1.22,10.51,69.36,3.63,11.88,2.7,226,
Delhi,2015-09-13,84.57,171.76,16.76,45.36,54.12,51.19,1.21,9.91,64.05,2.86,9.08,2.47,202,
Delhi,2015-09-14,111.58,236.34,22.48,60.71,75.63,43.99,1.51,10.43,79.29,4.26,12.72,3.01,274,
Delhi,2015-09-15,108.78,217.16,14.94,56.31,63.58,46.66,1.37,10.4,75.63,3.91,19.34,2.86,289,
Delhi,2015-09-16,91.18,190.99,8.55,46.44,42.94,49.72,1.15,9.27,69.61,2.78,9.65,2.61,235,
Delhi,2015-09-17,104.85,250.21,23.06,60.96,73.86,48.13,1.4,11.68,85.86,4.48,13.25,3.17,285,
Delhi,2015-09-18,56.19,129.11,14.26,43.3,48.2,40.48,1.22,10.85,48.8,3.03,9.92,2.43,209,
Delhi,2015-09-19,67.62,125.24,19.82,49.83,58.37,47.21,1.14,9.75,51.78,3.31,12.59,2.14,132,
Delhi,2015-09-20,64.38,141.89,20.17,62.73,62.49,39.93,1.1,9.27,58.49,3.04,11.4,2.47,179,
Delhi,2015-09-21,45.65,109.7,14.64,62.69,56.18,27.96,1.16,13.55,48.02,2.71,7.95,3.01,136,
Delhi,2015-09-22,35.75,70.38,12.73,38.78,41.5,23.06,0.95,11.57,39.83,2.38,6.62,3.07,104,
Delhi,2015-09-23,34.89,101.42,16.55,31.17,43.75,18.66,0.98,12.34,37.26,2.44,6.8,3.42,95,
Delhi,2015-09-24,63.06,187.9,40.7,39.16,72.85,18.24,1.21,13.26,48.78,3.38,8.95,3.33,175,
Delhi,2015-09-25,82.39,222.71,53.19,45.09,89.84,22.95,1.5,11.8,53.1,4.32,12.51,3.83,290,
Delhi,2015-09-26,88.08,254.8,66.49,45.96,103.63,29.98,1.63,11.17,54.87,5.04,15.68,4.04,282,
Delhi,2015-09-27,89.75,252.06,53,44.13,92.67,30.43,1.49,9.76,68.69,5.09,14.81,3.59,298,
Delhi,2015-09-28,69.57,190.18,24.23,43.41,63.74,26.35,1.25,10.38,53.82,3.63,10.87,3.38,240,
Delhi,2015-09-29,68.34,172.35,22.57,48.19,64.14,25.2,1.16,10.68,54.68,3.93,10.32,3.2,188,
Delhi,2015-09-30,61.08,155.26,17.52,42.91,53.3,21.93,1.1,9.59,52.91,3.64,8.94,3.28,187,
Delhi,2015-10-01,85.7,205.18,33,54.68,74.28,22.52,1.49,11.42,60.57,4.79,12.88,3.43,230,
Delhi,2015-10-02,97.62,220.56,33.74,52.53,73.05,26.24,1.58,9.77,64.01,5.39,12.8,3.85,286,
Delhi,2015-10-03,103.58,293.23,31,54.93,75.48,24.31,1.72,11.41,47.52,5.83,15.27,3.42,266,
Delhi,2015-10-04,145.97,335.82,62.2,62.84,99.01,34.91,2.26,15.08,44.92,8.8,31.87,3.87,369,
Delhi,2015-10-05,180.52,347.95,80.34,75.42,116.95,36.94,3.15,17.32,45.8,10.88,44,3.92,375,
Delhi,2015-10-06,151.57,355.56,71.68,65.07,105.02,41.76,2.19,11.35,42.22,8.42,25.57,3.79,411,
